sentence,label,text_length,word_count,cleaned_text
"@anonymized_account Już tak się ośmieszyłeś i zmarginalizowałeś a dalej  brniesz, gen samodestrukcji hahaha",0,107,13,ośmieszyć być zmarginalizować być daleko brniesz gen samodestrukcja hahaha
Co ty na zjebie bez godności @anonymized_account,0,48,7,zjeb godność
@anonymized_account @anonymized_account Bo to jest ciul a nie poseł.,0,68,9,ciul poseł
@anonymized_account @anonymized_account pomyliło Ci się z @anonymized_account :),0,80,8,pomylić
@anonymized_account @anonymized_account @anonymized_account A ty śpisz z zaganiaczem @anonymized_account,1,104,9,śpisz zaganiacz
@anonymized_account @anonymized_account @anonymized_account A co na temat nijakiego Jakiego? Tak was kocha że unika waszego loga na swoich reklamach?,0,149,19,temat nijakiego jaki kochać unikać wasz lóg swój reklam
"@anonymized_account A to wy wydaliscie \""o psie, który jeździł koleją\""?",0,72,10,"wydaliscie \""o psi jeździć koleją\"
"@anonymized_account Bardzo dobry węgiel, mało siarki, mało popiołu",0,66,8,dobry węgiel siarka popiół
@anonymized_account Kolejny debilny sukience. Ich seksualne obsesje zaczynają przybierać absurdalne rozmiary,1,108,11,kolejny debilny sukienka seksualny obsesja zaczynać przybierać absurdalny rozmiar
@anonymized_account Na ślubie wyglądała trochę młodziej....,0,59,6,śluba wyglądać trochę młodziej
"@anonymized_account Po przeczytaniu Obłęd 44 uważam, że ta książka powinna być obowiązkowa w szkołach",0,101,14,przeczytać obłęd 44 uważać książka obowiązkowy szkoła
"@anonymized_account jutro walka💪 pokażcie \""ekspertom\"" co znaczy Wisła :)",0,74,9,"jutro walka 💪 pokażć \""ekspertom\ znaczyć wisła"
@anonymized_account @anonymized_account Lepiej to będzie brzmiało jak zbankrutuja,0,81,8,dobrze brzmieć zbankrutujać
@anonymized_account I to jeszcze w pierwszej klasie podstawówki xdd,0,67,9,pierwszy klasa podstawówka xdd
"@anonymized_account Nie słyszałem, żeby leczył jakiś uraz. Po prostu dołączył do drużyny już po okresie przygotowawczym.",0,120,16,słyszeć być leczyć uraz prosty dołączyć drużyna okres przygotowawczy
".@anonymized_account do internautów: Jeśli wygram, Polacy dowiedzą się, na co szły pieniądze z podatków\n#wieszwiecej \nhttps://t.co/1WEcbcTr7U",0,143,15,internauta wygrać Polak dowiedzieć szły pieniądz podatków\n#wieszwiecej \nhttps://t.co/1wecbctr7u
"@anonymized_account @anonymized_account @anonymized_account A kogo Pan rżnie? Główni sami z siebie nie sprawdzają. Muszą dostać sygnał z wozu, że popełnili błąd.",0,161,21,kto rżnąć główny sam siebie sprawdzać musieć dostać sygnał wóz popełnić błąd
"@anonymized_account @anonymized_account @anonymized_account Tajna a zamknięta to odrobinę coś innego, nieprawdaż?",0,113,11,tajny zamknąć odrobina inny nieprawdaż
"@anonymized_account @anonymized_account Niestety znowu go nie zgłosili, bo myśleli, że Polska nie jest w UE.",0,108,15,niestety zgłosić myśleć Polska UE
@anonymized_account @anonymized_account Twoje lustro to jeszcze wytrzymuje?,0,75,7,lustro wytrzymować
@anonymized_account Jak nie logika to będzie coś innego Xd,0,58,9,logik inny xd
Przez osiem lat PO-PSL wybawiło się za wszystkie czasy. \nPŻM to tylko ułamek tego co się działo #woronicza17,0,109,18,osiem rok psl wybawić czas \npżm ułamek dziać woronicza17
"Anna i Robert Lewandowscy przekazali pół miliona zł na remont Szpitala Centrum Zdrowia Dziecka. Piękny, szlachetny gest. Czapki z głów!",0,135,20,Anna Robert lewandowski przekazać pół milion złoty remont szpital centrum zdrowie dziecko piękny szlachetny gest czapka głowa
@anonymized_account Czy to jakiś przedstawiciel Polonii amerykańskiej?,0,70,7,przedstawiciel polonia amerykański
"@anonymized_account miało być \""pękam z dumy\"" ;p",0,49,7,"mieć \""pękać dumy\ pan"
@anonymized_account ty najlepiej wiesz za ile będzie chciał grać Kuba @anonymized_account @anonymized_account @anonymized_account,0,129,13,dobrze wiedzieć chcieć grać kuba
@anonymized_account @anonymized_account Jak nie wygramy z takimi słabiakami to nie zasługujemy na grupe mistrzowską.,0,116,14,wygrać taki słabiaek zasługować grupe mistrzowski
"@anonymized_account Myślałem, że nieprzypadkowo to dodałaś :)",0,61,7,myśleć być nieprzypadkowo dodać być
@anonymized_account To samo możemy powiedzieć po meczu z wami kiedy Romanczuk powinien wylecieć w pierwszej połowie za drugą żółtą.,0,131,19,sam móc powiedzieć mecz romanczuk wylecieć pierwszy połowa drugi żółty
@anonymized_account Co będzie silniejsze? Ból uszu czy tęsknota za Trójmiastem? 😜,0,81,11,silny ból uszu tęsknota trójmiast 😜
"RT @anonymized_account @anonymized_account Chłopie \""ogarnij sie i wyjedź z miasta\"". Pogódź się z wygraną PIS i nie kompromituj się...",0,135,19,"chłopa \""ogarnij wyjedź miasta\ pogódź wygrana pis kompromitować"
@anonymized_account @anonymized_account @anonymized_account Powinni cię jajami obrzucić gnoju,1,93,8,jaej obrzucić gnój
@anonymized_account Tak! I the originals czyli spin off też,0,59,9,the originals spin off
"@anonymized_account @anonymized_account @anonymized_account Te przestarzale technologicznie, do niczego sie nie nadajace oprocz wyburzenia, gdzie ty żyjesz",0,155,16,przestarzal technologicznie nic nadajaca oprocz wyburzić żyjesz
"@anonymized_account @anonymized_account Ej, @anonymized_account macie w redakcji fana trenerskiego talentu TH. \u0026lt;idę po popcorn\u0026gt; 😀",0,145,15,ej mieć redakcja fan trenerski talent th \u0026lt;iść popcorn\u0026gt 😀
"@anonymized_account Popyt podaż, ale kur wie lepiej",1,51,7,popyt podaż kur dobrze
@anonymized_account Gdyby Kiko po zwolnieniu nie świrował to by był trochę inny odbiór jego osoby.,0,98,15,kiko zwolnienie świrować trochę odbiór osoba
Detoks m-c noga w ortezie. Bylo mi to potrzebne,0,47,9,detoks m c noga orte potrzebny
"RT @anonymized_account Dziś w \""Raporcie\"" pytamy: Czy Patryk Jaki wygra wybory na prezydenta Warszawy?",0,103,14,"\""raporcie\ pytać patryk wygrać wybory prezydent warszawa"
@anonymized_account trzeba było przełożyć mecz na niedziele,0,59,7,przełożyć mecz niedziela
"@anonymized_account Nie wiem, czy już się doleczyl. Jesli tak, to niedawno.",0,75,11,wiedzieć doleczyl niedawno
"@anonymized_account @anonymized_account mogło być też trochę odwrotnie, czyli np. brak rotacji na skrzydłach sprawił, że Dejan stracił formę :)",0,143,19,móc trochę odwrotnie na przykład brak rotacja skrzydła sprawić dejan stracić forma
"@anonymized_account @anonymized_account Polskie, nie polskie, ale brzydkie. Fakt.",0,81,8,polski polski brzydki fakt
RT @anonymized_account @anonymized_account Kilkadziesiąt godzin analiz i pominął Bolka i Komorowskiego. dziennikarzyna sprzedawczyk,1,131,13,kilkadziesiąt godzina analiza pominąć bolka komorowskiy dziennikarzyna sprzedawczyk
"@anonymized_account @anonymized_account 😨😨😨\nJest jeszcze tyle możliwości. Biczowanie wężem, czesanie jeżem, żółwik zamiast pumeksu.",0,132,13,😨 😨 😨 \njestć tyle możliwość biczowanie wężem czesać jeż żółwik zamiast pumeks
@anonymized_account @anonymized_account To na tej samej zasadzie CR to płaczek i egoista. Przeginka z interpretacją.,0,116,15,sam zasada cr płaczek egoista przeginka interpretacja
@anonymized_account  gdyby go chcieli zwolnić to by po Łecznej wyleciał,0,71,10,chcieć zwolnić łeczny wylecieć
@anonymized_account a co się tak pieniedzmi nagle przejmujesz ? Jak chcialas rozwiazania kontraktu z Zohnova czy Pop to kasa juz nie wazna ?,0,140,23,pieniedzmić nagle przejmować chcialas rozwiazać kontrakt zohnova pop kasa wazny
"@anonymized_account raz. Ale potem się okazało, że to był borsuk.",0,65,10,potem okazać borsuk
"@anonymized_account Musisz lepiej wybierać, bo łatwo o jedno i drugie naraz :D",0,78,12,musieć dobrze wybierać łatwo drugi naraz d
@anonymized_account @anonymized_account Żenada. Poziom inteligencji na wysokości kolan.,0,87,8,żenad poziom inteligencja wysokość kolan
@anonymized_account Każdy dostaje to na co zasługuje,0,52,7,dostawać zasługiwać
"@anonymized_account Tez się boje, ale jestem mega zaintrygowana czy coś się mogło sprawdzić",0,91,13,tezić bój mega zaintrygować móc sprawdzić
"Dzisiaj spanie nago, termoregulacja jak Jakson przecież całe życie",0,66,9,spać nago termoregulacja jakson cały życie
@anonymized_account @anonymized_account Ja jako optymistą myślę że 4 tys średnia będzie :-),0,91,12,optymista myśleć 4 średni
@anonymized_account niestety prawdopodobnie wszyscy Polacy zostali zablokowani i nie ma jak zobaczyć :) @anonymized_account @anonymized_account,0,143,15,niestety prawdopodobnie Polak zostać zablokować zobaczyć
@anonymized_account przecież widać że koleś se jaja robi,0,56,8,widać koleś se jajo robić
"RT @anonymized_account chciałabym, żeby chociaż napisał \""jak się czujesz?\"" i mean, wystarczą mi tylko te trzy cholerne słowa, czy proszę o tak wiele?",0,151,23,"chcieć by być chociaż napisać \""jak czujesz?\ mean wystarczyć trzy cholerny słowo prosić"
"\""Ile można znosić wyklady historii, pelne frazesów, napuszonego stylu, w ktorym pobrzmiewa obelga, honor kraju i miłość do ojczyzny\""",0,134,19,"\""ile znosić wyklada historia pelny frazes napuszony styl pobrzmiewać obelga honor kraj miłość ojczyzny\"
@anonymized_account Ja bym był ostrożny😁😁😁A jak ma na imię?,0,59,9,ostrożny 😁 😁 😁 imię
#Woronicza 17 poseł Halicki oburzony za Bolka.Naprawdè taki tępy czy tylko udaje idiotę?,1,88,13,woroniczać 17 poseł halicki oburzyć bolka.naprawdè tęp udawać idiota
"@anonymized_account @anonymized_account Pani opowieści o dziadku to inna wersja,,Tata  a Marcin powiedział\""😆",0,109,12,"opowieść dziadek wersja,,tata marcin powiedział\ 😆"
@anonymized_account Płyta harrego była w biedronce??,0,52,6,płyta harry biedronka
"@anonymized_account @anonymized_account @anonymized_account @anonymized_account @anonymized_account Może Zenit z Milanem zagra w Lidze Europy. Oh, wait...",0,154,15,zenit milan zagrać liga Europa oh wait
"@anonymized_account Nie widzę, żeby ktoś tu kogoś wkurzał ;)",0,60,9,widzieć ktoś wkurzać
@anonymized_account w takim razie serial mad men jest idealny dla ciebie😂,0,73,11,taki serial mad men idealny 😂
@anonymized_account @anonymized_account Ostatnio mam rozumiem ze to dziś było?,0,78,9,ostatnio rozumieć
@anonymized_account @anonymized_account @anonymized_account won z mojego miasta pisowska mendo,1,94,9,won mój miasto pisowsko mendo
"@anonymized_account Sporo tu tego Ozarka, więc chyba nie mam wyjścia ;-)",0,72,11,sporo ozarka chyba wyjście
@anonymized_account To w szatni Wisły?? ;-),0,43,6,szatni wisła
@anonymized_account @anonymized_account @anonymized_account zastanawia mnie czemu kibice go nie chcieli skoro kochał klub i niezłe wyniki miał,0,142,17,zastanawiać kibic chcieć skoro kochać klub niezły wynik
@anonymized_account Jakim cudem notoryczny kłamca może być wiarygodny???,0,72,8,jaki cud notoryczny kłamca wiarygodny
"RT @anonymized_account Jest 2018, a niektórzy wciąż myślą, że jak udostępnią post na Facebooku i polajkują jakąś stronę, to mają szansę wygrać…",0,143,22,2018 niektóry wciąż myśleć udostępnić post facebook polajkować jakiś strona szansa wygrać
@anonymized_account Na końcu w sumie też.,0,41,6,koniec suma
@anonymized_account Koń który mówi w kropce nad i 😂😂😂,0,53,9,koń mówić kropka 😂 😂 😂
@anonymized_account Bo on jest inteligentny jak żywopłot przed wiosennym przycinaniem.,0,86,10,inteligentny żywopłot wiosenny przycinanie
"@anonymized_account @anonymized_account 30 tyś na kampanię, taki browarnik wielki a tak ściubi, macie to w genach wy polscy BYZNESMENI",0,134,19,30 tyś kampania browarnik wielki ściubić mieć gen polski byznesmć
"Rak wątroby, rak mózgu, nie ma innych przeciwskazań, nie wierzcie co wam mówią",0,78,13,rak wątroba rak mózg przeciwskazanie wierzcie mówić
RT @anonymized_account @anonymized_account Nieudaczników ? A jak tam kariera dziennikarska po odcięciu pieniążków publicznych ?,0,127,15,nieudaczniek karier dziennikarski odcięć pieniążk publiczny
"@anonymized_account Oglądalność rośnie , drugi Lis nam rośnie, oj ty zjebie",1,75,11,oglądalność rosnąć drugi lis rosnąć oj zjebie
@anonymized_account Żygać mi się chce jak na ciebie patrzę i czytam te kłamstwa.,0,80,13,żygać patrzę czytać kłamstwo
Na jaką reakcję sędziego wg Szpakowskiego miał czekać Bednarek? WTF?,0,68,10,jaki reakcja sędzia według szpakowskiy czekać bednarek wtf
"@anonymized_account Mina typowo kocia: - O nie, znowu Ty?",0,57,9,min typowo koć
"@anonymized_account Gorszącej niechęci, co ty pierdolisz?",0,57,6,gorsząc niechęć pierdolić
@anonymized_account  mają bojkotować bo zatrudnili nie tego trenera co trzeba ? A ty gdzie byłeś jak Lech stał się Amiką ?,0,122,21,bojkotować zatrudnić trener być być lech stać amika
@anonymized_account Czytałem.Nistety smutne to ale prawdziwe.,0,61,6,czytałem.nistety smutny prawdziwy
@anonymized_account Fryzjera tylko brakuje w Hiszpanii,0,54,6,fryzjer brakować hiszpania
@anonymized_account @anonymized_account W Białostockim ciemnogrodzie to standard,0,80,7,białostocki ciemnogrod standard
@anonymized_account @anonymized_account @anonymized_account 3 x L=3x5-2 kto za?,0,79,8,3 x l=3x5 2
@anonymized_account @anonymized_account Małysza odpalili kilka lat temu o ile się niemyle to zaraz po wygraniu wyborów,0,118,16,małysza odpalić rok niemyle zaraz wygrać wybory
"Broniszewski siedział całą drugą połowę i myślał \""czemu Kazek nie robi zmian...\"". \nW 88. minucie \""kurwa, przecież to ja zmieniam!\"".",0,136,20,"broniszewski siedzieć cały drugi połowa myśleć \""czemu kazka robić zmiana \nw 88 minuta \""kurwać zmieniam!\"
"@anonymized_account Ty kutasie, a ty masz rozum? O urodę nie zapytam żeby cię nie niszczyć. I ty się nazywasz dziennikarzem?",1,124,20,kutas mieć rozum uroda zapytać niszczyć nazywać dziennikarz
"@anonymized_account Wojna potrzebna, a narodowiec \""farbowany lis\"" bedzie pierwszy spierdalał",0,94,10,"wojna potrzebny narodowiec \""farbować lis\ pierwszy spierdaleć"
@anonymized_account ale po podziale bilans nie ma już znaczenia tylko miejsce po fazie zasadniczej,0,98,14,podział bilans znaczeć miejsce faza zasadniczy
"@anonymized_account @anonymized_account @anonymized_account \""To nie jest aż taki news\"". A na priv: \""Ale jaja\"" 🤣",0,115,15,"\""to news\ priv \""ale jaja\ 🤣"
"@anonymized_account Nie przekonasz tych nacjonalistów, a poza tym  Kaczyński był przywodcą stoczni i chuj",0,105,14,przekonać nacjonalist Kaczyński przywodcą stocznia chuj
"Mam nadzieje, że zrobią drugi sezon no nie?? Ktoś coś wie??",0,59,11,nadzieja zrobić drugi sezon
@anonymized_account po co żyć przeszłością.Cieszmy się z tego co jest i traktujmy to jako budowe drużyny na nowy sezon w którym namieszamy :),0,141,23,żyć przeszłością.cieszmy traktuć budowy drużyna nowy sezon namieszać
RT @anonymized_account @anonymized_account W całej Polsce nazwano te imprezę DUPEK DANCE...,0,91,11,cały Polska nazwać impreza dupeka dance
"@anonymized_account Dla wyborców PiS balsam dla dluszy, a najbardziej na slupa, skup kamienic",0,93,13,wyborca pis balsam dlusz bardzo slup skup kamienica
"@anonymized_account Moje już wyglądają. Mam Huawei P20 Pro, którego kamerę podrabiacie.",0,87,11,wyglądać huawei p20 proa kamera podrabiat
"@anonymized_account Długo musiał tam stac, że się tak wcisnął w kamień.",0,71,11,długo musieć stacć wcisnąć kamień
Dlaczego mój ulubiony doktorek jest opiekunem pierwszego roku??? Halo??,0,71,9,ulubiony doktorek opiekun pierwszy halo
@anonymized_account @anonymized_account @anonymized_account A może jak kupowano Mozejki 4 mld usd do 80mln,0,106,13,kupować mozejka 4 miliard usd 80mln
